season,deployment_id,camera_name,image_filename,timestamp_recorded,temperature_c
2023-2024,SC9,WASP,SC9_20240125163201.JPG,2024-01-25T16:32:01,14.0
2023-2024,SC9,WASP,SC9_20240125164201.JPG,2024-01-25T16:42:01,14.0
2023-2024,SC9,WASP,SC9_20240125165201.JPG,2024-01-25T16:52:01,13.0
2023-2024,SC9,WASP,SC9_20240125170201.JPG,2024-01-25T17:02:01,13.0
2023-2024,SC9,WASP,SC9_20240125171201.JPG,2024-01-25T17:12:01,13.0
2023-2024,SC9,WASP,SC9_20240125172201.JPG,2024-01-25T17:22:01,12.0
2023-2024,SC9,WASP,SC9_20240125173201.JPG,2024-01-25T17:32:01,12.0
2023-2024,SC9,WASP,SC9_20240125174201.JPG,2024-01-25T17:42:01,12.0
2023-2024,SC9,WASP,SC9_20240125175201.JPG,2024-01-25T17:52:01,12.0
2023-2024,SC9,WASP,SC9_20240125180202.JPG,2024-01-25T18:02:02,12.0
2023-2024,SC9,WASP,SC9_20240125181201.JPG,2024-01-25T18:12:01,12.0
2023-2024,SC9,WASP,SC9_20240125182201.JPG,2024-01-25T18:22:01,12.0
2023-2024,SC9,WASP,SC9_20240125183201.JPG,2024-01-25T18:32:01,11.0
2023-2024,SC9,WASP,SC9_20240125184201.JPG,2024-01-25T18:42:01,11.0
2023-2024,SC9,WASP,SC9_20240125185201.JPG,2024-01-25T18:52:01,11.0
2023-2024,SC9,WASP,SC9_20240125190201.JPG,2024-01-25T19:02:01,12.0
2023-2024,SC9,WASP,SC9_20240125191201.JPG,2024-01-25T19:12:01,12.0
2023-2024,SC9,WASP,SC9_20240125192201.JPG,2024-01-25T19:22:01,11.0
2023-2024,SC9,WASP,SC9_20240125193201.JPG,2024-01-25T19:32:01,11.0
2023-2024,SC9,WASP,SC9_20240125194201.JPG,2024-01-25T19:42:01,12.0
2023-2024,SC9,WASP,SC9_20240125195201.JPG,2024-01-25T19:52:01,11.0
2023-2024,SC9,WASP,SC9_20240125200201.JPG,2024-01-25T20:02:01,11.0
2023-2024,SC9,WASP,SC9_20240125201201.JPG,2024-01-25T20:12:01,11.0
2023-2024,SC9,WASP,SC9_20240125202201.JPG,2024-01-25T20:22:01,11.0
2023-2024,SC9,WASP,SC9_20240125203201.JPG,2024-01-25T20:32:01,11.0
2023-2024,SC9,WASP,SC9_20240125204201.JPG,2024-01-25T20:42:01,11.0
2023-2024,SC9,WASP,SC9_20240125205201.JPG,2024-01-25T20:52:01,11.0
2023-2024,SC9,WASP,SC9_20240125210201.JPG,2024-01-25T21:02:01,11.0
2023-2024,SC9,WASP,SC9_20240125211201.JPG,2024-01-25T21:12:01,11.0
2023-2024,SC9,WASP,SC9_20240125212201.JPG,2024-01-25T21:22:01,10.0
2023-2024,SC9,WASP,SC9_20240125213201.JPG,2024-01-25T21:32:01,10.0
2023-2024,SC9,WASP,SC9_20240125214201.JPG,2024-01-25T21:42:01,10.0
2023-2024,SC9,WASP,SC9_20240125215201.JPG,2024-01-25T21:52:01,10.0
2023-2024,SC9,WASP,SC9_20240125220201.JPG,2024-01-25T22:02:01,10.0
2023-2024,SC9,WASP,SC9_20240125221201.JPG,2024-01-25T22:12:01,10.0
2023-2024,SC9,WASP,SC9_20240125222201.JPG,2024-01-25T22:22:01,10.0
2023-2024,SC9,WASP,SC9_20240125223201.JPG,2024-01-25T22:32:01,10.0
2023-2024,SC9,WASP,SC9_20240125224201.JPG,2024-01-25T22:42:01,10.0
2023-2024,SC9,WASP,SC9_20240125225201.JPG,2024-01-25T22:52:01,9.0
2023-2024,SC9,WASP,SC9_20240125230201.JPG,2024-01-25T23:02:01,9.0
2023-2024,SC9,WASP,SC9_20240125231201.JPG,2024-01-25T23:12:01,9.0
