baseline_aic,observer_fixed_aic,observer_likelihood_ratio,observer_likelihood_ratio_p_value,three_way_estimate,three_way_standard_error,three_way_p_value,baseline_warning,observer_warning
8053.947143044548,8059.631742696245,0.3154003483032284,0.9571065422776113,0.006650206553383017,0.0010819523783581909,9.764079829194854e-10,,
