term,Estimate,Std. Error,t value,Pr(>|t|),term_type
(Intercept),0.01586755737824176,0.48094538941378207,0.03299243059088791,0.9736841168036612,parametric
total_butterflies_t_lag,-0.002357941816390394,4.8555576451426557e-4,-4.856170987382271,1.2954977757103568e-6,parametric
max_gust,-0.17355081193996694,0.1468895336103889,-1.181505636748052,0.23755095230581197,parametric
temperature_avg,0.019115061253175903,0.021682114559944128,0.8816050298198018,0.378102832687758,parametric
butterflies_direct_sun_t_lag,0.17244600354879375,0.036164974481693285,4.768315366462817,2.000241688230564e-6,parametric
max_gust:temperature_avg,0.013405561961216934,0.010274980289294201,1.3046800659252433,0.19216107044485622,parametric
max_gust:butterflies_direct_sun_t_lag,-0.09202413809347798,0.016829516798366168,-5.468020216861592,5.157299895630872e-8,parametric
temperature_avg:butterflies_direct_sun_t_lag,-0.014121617937103433,0.0024448697842579608,-5.776020476849022,8.9273122886466e-9,parametric
max_gust:temperature_avg:butterflies_direct_sun_t_lag,0.00661676665012636,0.0010827284358520934,6.111196890214719,1.1985121126021102e-9,parametric
