deployment_id,deployment_day_id,observation_order,previous_image_filename,previous_timestamp_recorded,current_image_filename,current_timestamp_recorded,previous_bi,current_bi,delta_bi,delta_bi_signed_cuberoot,previous_sun_exposed_bi,mean_temperature_c,maximum_wind_gust_m_s,minutes_since_first_daily_observation,minutes_gust_at_or_above_2_m_s,primary_observer
SC12,SC12_20240130,15,SC12_20240130133001.JPG,2024-01-30 13:30:01,SC12_20240130140001.JPG,2024-01-30 14:00:01,16.0,19.0,3.0,1.4422495703074083,0.0,16.0,3.2,420.0,13,Vincent
SC12,SC12_20240130,16,SC12_20240130140001.JPG,2024-01-30 14:00:01,SC12_20240130143001.JPG,2024-01-30 14:30:01,19.0,59.0,40.0,3.4199518933533937,3.0,16.0,3.4,450.0,12,Vincent
SC12,SC12_20240130,17,SC12_20240130143001.JPG,2024-01-30 14:30:01,SC12_20240130150001.JPG,2024-01-30 15:00:01,59.0,59.0,0.0,0.0,1.0,14.5,2.4,480.0,16,Vincent
SC12,SC12_20240130,18,SC12_20240130150001.JPG,2024-01-30 15:00:01,SC12_20240130153001.JPG,2024-01-30 15:30:01,59.0,51.0,-8.0,-2.0,1.0,12.5,2.0,510.0,1,Vincent
SC12,SC12_20240130,19,SC12_20240130153001.JPG,2024-01-30 15:30:01,SC12_20240130160001.JPG,2024-01-30 16:00:01,51.0,48.0,-3.0,-1.4422495703074083,1.0,12.0,2.2,540.0,5,Vincent
SC12,SC12_20240130,20,SC12_20240130160001.JPG,2024-01-30 16:00:01,SC12_20240130163001.JPG,2024-01-30 16:30:01,48.0,49.0,1.0,1.0,1.0,12.5,2.6,570.0,12,Vincent
SC12,SC12_20240130,21,SC12_20240130163001.JPG,2024-01-30 16:30:01,SC12_20240130170001.JPG,2024-01-30 17:00:01,49.0,51.0,2.0,1.2599210498948732,2.0,12.5,1.8,600.0,0,Vincent
SC12,SC12_20240130,22,SC12_20240130170001.JPG,2024-01-30 17:00:01,SC12_20240130173001.JPG,2024-01-30 17:30:01,51.0,52.0,1.0,1.0,3.0,12.0,1.2,630.0,0,Vincent
SC12,SC12_20240131,2,SC12_20240131070001.JPG,2024-01-31 07:00:01,SC12_20240131073001.JPG,2024-01-31 07:30:01,47.0,47.0,0.0,0.0,0.0,11.0,1.6,30.0,0,Vincent
SC12,SC12_20240131,3,SC12_20240131073001.JPG,2024-01-31 07:30:01,SC12_20240131080001.JPG,2024-01-31 08:00:01,47.0,133.0,86.0,4.414004962442103,1.0,11.5,2.4,60.0,1,Vincent
SC12,SC12_20240131,4,SC12_20240131080001.JPG,2024-01-31 08:00:01,SC12_20240131083001.JPG,2024-01-31 08:30:01,133.0,55.0,-78.0,-4.272658681697917,0.0,12.5,1.8,90.0,0,Vincent
SC12,SC12_20240131,5,SC12_20240131083001.JPG,2024-01-31 08:30:01,SC12_20240131090001.JPG,2024-01-31 09:00:01,55.0,51.0,-4.0,-1.5874010519681994,2.0,13.0,2.6,120.0,5,Vincent
SC12,SC12_20240131,6,SC12_20240131090001.JPG,2024-01-31 09:00:01,SC12_20240131093001.JPG,2024-01-31 09:30:01,51.0,149.0,98.0,4.610436292058446,0.0,13.0,3.0,150.0,12,Vincent
SC12,SC12_20240131,7,SC12_20240131093001.JPG,2024-01-31 09:30:01,SC12_20240131100001.JPG,2024-01-31 10:00:01,149.0,36.0,-113.0,-4.834588127111639,10.0,13.0,3.7,180.0,11,Vincent
SC12,SC12_20240131,8,SC12_20240131100001.JPG,2024-01-31 10:00:01,SC12_20240131103001.JPG,2024-01-31 10:30:01,36.0,32.0,-4.0,-1.5874010519681994,4.0,13.5,4.1,210.0,17,Vincent
SC12,SC12_20240131,9,SC12_20240131103001.JPG,2024-01-31 10:30:01,SC12_20240131110001.JPG,2024-01-31 11:00:01,32.0,20.0,-12.0,-2.2894284851066637,0.0,14.0,6.3,240.0,16,Vincent
SC12,SC12_20240131,10,SC12_20240131110001.JPG,2024-01-31 11:00:01,SC12_20240131113001.JPG,2024-01-31 11:30:01,20.0,25.0,5.0,1.7099759466766968,0.0,14.5,4.9,270.0,23,Vincent
SC12,SC12_20240131,11,SC12_20240131113001.JPG,2024-01-31 11:30:01,SC12_20240131120001.JPG,2024-01-31 12:00:01,25.0,28.0,3.0,1.4422495703074083,0.0,15.0,5.9,300.0,23,Vincent
SC12,SC12_20240131,12,SC12_20240131120001.JPG,2024-01-31 12:00:01,SC12_20240131123001.JPG,2024-01-31 12:30:01,28.0,27.0,-1.0,-1.0,0.0,15.0,4.9,330.0,21,Vincent
SC12,SC12_20240131,13,SC12_20240131123001.JPG,2024-01-31 12:30:01,SC12_20240131130001.JPG,2024-01-31 13:00:01,27.0,35.0,8.0,2.0,0.0,15.0,4.9,360.0,27,Vincent
SC12,SC12_20240131,14,SC12_20240131130001.JPG,2024-01-31 13:00:01,SC12_20240131133001.JPG,2024-01-31 13:30:01,35.0,15.0,-20.0,-2.7144176165949063,1.0,15.5,4.7,390.0,28,Vincent
SC12,SC12_20240131,15,SC12_20240131133001.JPG,2024-01-31 13:30:01,SC12_20240131140001.JPG,2024-01-31 14:00:01,15.0,27.0,12.0,2.2894284851066637,0.0,15.5,5.1,420.0,29,Vincent
SC12,SC12_20240131,16,SC12_20240131140001.JPG,2024-01-31 14:00:01,SC12_20240131143001.JPG,2024-01-31 14:30:01,27.0,15.0,-12.0,-2.2894284851066637,0.0,14.5,5.1,450.0,29,Vincent
SC12,SC12_20240131,17,SC12_20240131143001.JPG,2024-01-31 14:30:01,SC12_20240131150001.JPG,2024-01-31 15:00:01,15.0,24.0,9.0,2.080083823051904,0.0,14.0,5.3,480.0,30,Vincent
SC12,SC12_20240131,18,SC12_20240131150001.JPG,2024-01-31 15:00:01,SC12_20240131153001.JPG,2024-01-31 15:30:01,24.0,27.0,3.0,1.4422495703074083,0.0,14.0,4.1,510.0,28,Vincent
SC12,SC12_20240131,19,SC12_20240131153001.JPG,2024-01-31 15:30:01,SC12_20240131160001.JPG,2024-01-31 16:00:01,27.0,24.0,-3.0,-1.4422495703074083,0.0,13.5,4.9,540.0,29,Vincent
SC12,SC12_20240131,20,SC12_20240131160001.JPG,2024-01-31 16:00:01,SC12_20240131163000.JPG,2024-01-31 16:30:00,24.0,15.0,-9.0,-2.080083823051904,0.0,13.0,5.9,569.9833333333333,29,Vincent
SC12,SC12_20240131,21,SC12_20240131163000.JPG,2024-01-31 16:30:00,SC12_20240131170001.JPG,2024-01-31 17:00:01,15.0,15.0,0.0,0.0,0.0,13.5,6.6,600.0,31,Vincent
SC12,SC12_20240131,22,SC12_20240131170001.JPG,2024-01-31 17:00:01,SC12_20240131173001.JPG,2024-01-31 17:30:01,15.0,23.0,8.0,2.0,0.0,13.5,7.2,630.0,30,Vincent
SC12,SC12_20240201,2,SC12_20240201070001.JPG,2024-02-01 07:00:01,SC12_20240201073001.JPG,2024-02-01 07:30:01,8.0,8.0,0.0,0.0,0.0,11.0,1.6,30.0,0,Vincent
SC12,SC12_20240201,3,SC12_20240201073001.JPG,2024-02-01 07:30:01,SC12_20240201080001.JPG,2024-02-01 08:00:01,8.0,8.0,0.0,0.0,0.0,11.0,1.2,60.0,0,Vincent
SC12,SC12_20240201,4,SC12_20240201080001.JPG,2024-02-01 08:00:01,SC12_20240201083001.JPG,2024-02-01 08:30:01,8.0,9.0,1.0,1.0,0.0,11.5,2.0,90.0,4,Vincent
SC12,SC12_20240201,5,SC12_20240201083001.JPG,2024-02-01 08:30:01,SC12_20240201090001.JPG,2024-02-01 09:00:01,9.0,9.0,0.0,0.0,0.0,12.0,1.3,120.0,0,Vincent
SC12,SC12_20240201,6,SC12_20240201090001.JPG,2024-02-01 09:00:01,SC12_20240201093000.JPG,2024-02-01 09:30:00,9.0,9.0,0.0,0.0,4.0,12.5,2.0,149.98333333333332,1,Vincent
SC12,SC12_20240201,7,SC12_20240201093000.JPG,2024-02-01 09:30:00,SC12_20240201100001.JPG,2024-02-01 10:00:01,9.0,10.0,1.0,1.0,0.0,13.0,2.0,180.0,1,Vincent
SC12,SC12_20240201,8,SC12_20240201100001.JPG,2024-02-01 10:00:01,SC12_20240201103001.JPG,2024-02-01 10:30:01,10.0,10.0,0.0,0.0,0.0,13.0,2.0,210.0,1,Vincent
SC12,SC12_20240201,9,SC12_20240201103001.JPG,2024-02-01 10:30:01,SC12_20240201110001.JPG,2024-02-01 11:00:01,10.0,7.0,-3.0,-1.4422495703074083,0.0,13.5,0.9,240.0,0,Vincent
SC12,SC12_20240201,10,SC12_20240201110001.JPG,2024-02-01 11:00:01,SC12_20240201113001.JPG,2024-02-01 11:30:01,7.0,6.0,-1.0,-1.0,6.0,14.0,3.0,270.0,3,Vincent
SC12,SC12_20240201,11,SC12_20240201113001.JPG,2024-02-01 11:30:01,SC12_20240201120001.JPG,2024-02-01 12:00:01,6.0,9.0,3.0,1.4422495703074083,6.0,14.0,2.2,300.0,8,Vincent
SC12,SC12_20240201,12,SC12_20240201120001.JPG,2024-02-01 12:00:01,SC12_20240201123001.JPG,2024-02-01 12:30:01,9.0,7.0,-2.0,-1.2599210498948732,4.0,14.5,3.2,330.0,5,Vincent
SC12,SC12_20240201,13,SC12_20240201123001.JPG,2024-02-01 12:30:01,SC12_20240201130001.JPG,2024-02-01 13:00:01,7.0,6.0,-1.0,-1.0,6.0,15.5,2.8,360.0,9,Vincent
SC12,SC12_20240201,14,SC12_20240201130001.JPG,2024-02-01 13:00:01,SC12_20240201133001.JPG,2024-02-01 13:30:01,6.0,4.0,-2.0,-1.2599210498948732,2.0,15.5,2.6,390.0,8,Vincent
SC12,SC12_20240201,15,SC12_20240201133001.JPG,2024-02-01 13:30:01,SC12_20240201140001.JPG,2024-02-01 14:00:01,4.0,5.0,1.0,1.0,2.0,15.0,2.4,420.0,2,Vincent
SC12,SC12_20240201,16,SC12_20240201140001.JPG,2024-02-01 14:00:01,SC12_20240201143001.JPG,2024-02-01 14:30:01,5.0,12.0,7.0,1.912931182772389,2.0,17.0,2.2,450.0,3,Vincent
SC12,SC12_20240201,17,SC12_20240201143001.JPG,2024-02-01 14:30:01,SC12_20240201150001.JPG,2024-02-01 15:00:01,12.0,21.0,9.0,2.080083823051904,10.0,19.5,3.0,480.0,10,Vincent
SC12,SC12_20240201,18,SC12_20240201150001.JPG,2024-02-01 15:00:01,SC12_20240201153001.JPG,2024-02-01 15:30:01,21.0,29.0,8.0,2.0,20.0,17.5,2.6,510.0,5,Vincent
SC12,SC12_20240201,19,SC12_20240201153001.JPG,2024-02-01 15:30:01,SC12_20240201160001.JPG,2024-02-01 16:00:01,29.0,26.0,-3.0,-1.4422495703074083,1.0,14.5,2.8,540.0,7,Vincent
SC12,SC12_20240201,20,SC12_20240201160001.JPG,2024-02-01 16:00:01,SC12_20240201163001.JPG,2024-02-01 16:30:01,26.0,26.0,0.0,0.0,2.0,14.0,2.6,570.0,29,Vincent
SC12,SC12_20240201,21,SC12_20240201163001.JPG,2024-02-01 16:30:01,SC12_20240201170001.JPG,2024-02-01 17:00:01,26.0,26.0,0.0,0.0,3.0,13.5,3.0,600.0,21,Vincent
SC12,SC12_20240201,22,SC12_20240201170001.JPG,2024-02-01 17:00:01,SC12_20240201173001.JPG,2024-02-01 17:30:01,26.0,25.0,-1.0,-1.0,0.0,12.5,5.5,630.0,28,Vincent
SC12,SC12_20240202,2,SC12_20240202070001.JPG,2024-02-02 07:00:01,SC12_20240202073001.JPG,2024-02-02 07:30:01,26.0,26.0,0.0,0.0,0.0,6.5,0.9,30.0,0,Vincent
SC12,SC12_20240202,3,SC12_20240202073001.JPG,2024-02-02 07:30:01,SC12_20240202080001.JPG,2024-02-02 08:00:01,26.0,35.0,9.0,2.080083823051904,0.0,7.0,1.2,60.0,0,Vincent
SC12,SC12_20240202,4,SC12_20240202080001.JPG,2024-02-02 08:00:01,SC12_20240202083001.JPG,2024-02-02 08:30:01,35.0,33.0,-2.0,-1.2599210498948732,0.0,8.5,0.0,90.0,0,Vincent
SC12,SC12_20240202,5,SC12_20240202083001.JPG,2024-02-02 08:30:01,SC12_20240202090001.JPG,2024-02-02 09:00:01,33.0,16.0,-17.0,-2.571281590658235,33.0,9.5,0.0,120.0,0,Vincent
SC12,SC12_20240202,6,SC12_20240202090001.JPG,2024-02-02 09:00:01,SC12_20240202093001.JPG,2024-02-02 09:30:01,16.0,15.0,-1.0,-1.0,16.0,10.5,0.0,150.0,0,Vincent
SC12,SC12_20240202,7,SC12_20240202093001.JPG,2024-02-02 09:30:01,SC12_20240202100001.JPG,2024-02-02 10:00:01,15.0,16.0,1.0,1.0,14.0,11.5,1.6,180.0,0,Vincent
SC12,SC12_20240202,8,SC12_20240202100001.JPG,2024-02-02 10:00:01,SC12_20240202103001.JPG,2024-02-02 10:30:01,16.0,16.0,0.0,0.0,14.0,12.0,2.2,210.0,1,Vincent
SC12,SC12_20240202,9,SC12_20240202103001.JPG,2024-02-02 10:30:01,SC12_20240202110001.JPG,2024-02-02 11:00:01,16.0,26.0,10.0,2.154434690031884,14.0,12.0,2.2,240.0,4,Vincent
SC12,SC12_20240202,10,SC12_20240202110001.JPG,2024-02-02 11:00:01,SC12_20240202113001.JPG,2024-02-02 11:30:01,26.0,17.0,-9.0,-2.080083823051904,25.0,12.5,3.0,270.0,6,Vincent
SC12,SC12_20240202,11,SC12_20240202113001.JPG,2024-02-02 11:30:01,SC12_20240202120001.JPG,2024-02-02 12:00:01,17.0,16.0,-1.0,-1.0,15.0,12.5,3.2,300.0,20,Vincent
SC12,SC12_20240202,12,SC12_20240202120001.JPG,2024-02-02 12:00:01,SC12_20240202123001.JPG,2024-02-02 12:30:01,16.0,24.0,8.0,2.0,15.0,12.5,3.0,330.0,26,Vincent
SC12,SC12_20240202,13,SC12_20240202123001.JPG,2024-02-02 12:30:01,SC12_20240202130001.JPG,2024-02-02 13:00:01,24.0,26.0,2.0,1.2599210498948732,12.0,13.5,3.0,360.0,27,Vincent
SC12,SC12_20240202,14,SC12_20240202130001.JPG,2024-02-02 13:00:01,SC12_20240202133001.JPG,2024-02-02 13:30:01,26.0,15.0,-11.0,-2.2239800905693152,2.0,13.5,3.4,390.0,30,Vincent
SC12,SC12_20240202,15,SC12_20240202133001.JPG,2024-02-02 13:30:01,SC12_20240202140001.JPG,2024-02-02 14:00:01,15.0,8.0,-7.0,-1.912931182772389,15.0,13.0,3.4,420.0,30,Vincent
SC12,SC12_20240202,16,SC12_20240202140001.JPG,2024-02-02 14:00:01,SC12_20240202143001.JPG,2024-02-02 14:30:01,8.0,15.0,7.0,1.912931182772389,2.0,13.0,3.2,450.0,30,Vincent
SC12,SC12_20240202,17,SC12_20240202143001.JPG,2024-02-02 14:30:01,SC12_20240202150001.JPG,2024-02-02 15:00:01,15.0,16.0,1.0,1.0,12.0,14.5,3.0,480.0,29,Vincent
SC12,SC12_20240202,18,SC12_20240202150001.JPG,2024-02-02 15:00:01,SC12_20240202153001.JPG,2024-02-02 15:30:01,16.0,15.0,-1.0,-1.0,3.0,14.5,3.7,510.0,30,Vincent
SC12,SC12_20240202,19,SC12_20240202153001.JPG,2024-02-02 15:30:01,SC12_20240202160001.JPG,2024-02-02 16:00:01,15.0,16.0,1.0,1.0,2.0,13.0,3.0,540.0,28,Vincent
SC12,SC12_20240202,20,SC12_20240202160001.JPG,2024-02-02 16:00:01,SC12_20240202163001.JPG,2024-02-02 16:30:01,16.0,15.0,-1.0,-1.0,2.0,12.5,4.1,570.0,30,Vincent
SC12,SC12_20240202,21,SC12_20240202163001.JPG,2024-02-02 16:30:01,SC12_20240202170001.JPG,2024-02-02 17:00:01,15.0,8.0,-7.0,-1.912931182772389,2.0,12.0,3.4,600.0,30,Vincent
SC12,SC12_20240202,22,SC12_20240202170001.JPG,2024-02-02 17:00:01,SC12_20240202173001.JPG,2024-02-02 17:30:01,8.0,15.0,7.0,1.912931182772389,2.0,11.5,3.2,630.0,29,Vincent
SC12,SC12_20240203,2,SC12_20240203070001.JPG,2024-02-03 07:00:01,SC12_20240203073001.JPG,2024-02-03 07:30:01,17.0,17.0,0.0,0.0,1.0,6.5,1.6,30.0,0,Vincent
SC12,SC12_20240203,3,SC12_20240203073001.JPG,2024-02-03 07:30:01,SC12_20240203080001.JPG,2024-02-03 08:00:01,17.0,16.0,-1.0,-1.0,1.0,7.5,1.8,60.0,0,Vincent
SC12,SC12_20240203,4,SC12_20240203080001.JPG,2024-02-03 08:00:01,SC12_20240203083001.JPG,2024-02-03 08:30:01,16.0,16.0,0.0,0.0,1.0,8.5,0.7,90.0,0,Vincent
SC12,SC12_20240203,5,SC12_20240203083001.JPG,2024-02-03 08:30:01,SC12_20240203090001.JPG,2024-02-03 09:00:01,16.0,17.0,1.0,1.0,15.0,9.5,0.5,120.0,0,Vincent
SC12,SC12_20240203,6,SC12_20240203090001.JPG,2024-02-03 09:00:01,SC12_20240203093001.JPG,2024-02-03 09:30:01,17.0,17.0,0.0,0.0,2.0,11.0,0.7,150.0,0,Vincent
SC12,SC12_20240203,7,SC12_20240203093001.JPG,2024-02-03 09:30:01,SC12_20240203100001.JPG,2024-02-03 10:00:01,17.0,17.0,0.0,0.0,1.0,12.0,1.6,180.0,0,Vincent
SC12,SC12_20240203,8,SC12_20240203100001.JPG,2024-02-03 10:00:01,SC12_20240203103001.JPG,2024-02-03 10:30:01,17.0,17.0,0.0,0.0,0.0,12.0,1.6,210.0,0,Vincent
SC12,SC12_20240203,9,SC12_20240203103001.JPG,2024-02-03 10:30:01,SC12_20240203110001.JPG,2024-02-03 11:00:01,17.0,17.0,0.0,0.0,0.0,12.0,1.8,240.0,0,Vincent
SC12,SC12_20240203,10,SC12_20240203110001.JPG,2024-02-03 11:00:01,SC12_20240203113001.JPG,2024-02-03 11:30:01,17.0,26.0,9.0,2.080083823051904,0.0,12.0,2.0,270.0,2,Vincent
SC12,SC12_20240203,11,SC12_20240203113001.JPG,2024-02-03 11:30:01,SC12_20240203120001.JPG,2024-02-03 12:00:01,26.0,26.0,0.0,0.0,0.0,12.5,2.6,300.0,19,Vincent
SC12,SC12_20240203,12,SC12_20240203120001.JPG,2024-02-03 12:00:01,SC12_20240203123001.JPG,2024-02-03 12:30:01,26.0,18.0,-8.0,-2.0,0.0,12.5,0.9,330.0,0,Vincent
SC12,SC12_20240203,13,SC12_20240203123001.JPG,2024-02-03 12:30:01,SC12_20240203130001.JPG,2024-02-03 13:00:01,18.0,18.0,0.0,0.0,0.0,12.5,1.2,360.0,0,Vincent
SC12,SC12_20240203,14,SC12_20240203130001.JPG,2024-02-03 13:00:01,SC12_20240203133001.JPG,2024-02-03 13:30:01,18.0,18.0,0.0,0.0,0.0,13.0,1.3,390.0,0,Vincent
SC12,SC12_20240203,15,SC12_20240203133001.JPG,2024-02-03 13:30:01,SC12_20240203140001.JPG,2024-02-03 14:00:01,18.0,8.0,-10.0,-2.154434690031884,0.0,12.5,1.6,420.0,0,Vincent
SC12,SC12_20240203,16,SC12_20240203140001.JPG,2024-02-03 14:00:01,SC12_20240203143001.JPG,2024-02-03 14:30:01,8.0,18.0,10.0,2.154434690031884,0.0,12.0,0.9,450.0,0,Vincent
SC12,SC12_20240203,17,SC12_20240203143001.JPG,2024-02-03 14:30:01,SC12_20240203150001.JPG,2024-02-03 15:00:01,18.0,18.0,0.0,0.0,0.0,12.0,2.2,480.0,1,Vincent
SC12,SC12_20240203,18,SC12_20240203150001.JPG,2024-02-03 15:00:01,SC12_20240203153001.JPG,2024-02-03 15:30:01,18.0,18.0,0.0,0.0,0.0,12.0,1.2,510.0,0,Vincent
SC12,SC12_20240203,19,SC12_20240203153001.JPG,2024-02-03 15:30:01,SC12_20240203160001.JPG,2024-02-03 16:00:01,18.0,18.0,0.0,0.0,1.0,12.0,2.2,540.0,5,Vincent
SC12,SC12_20240203,20,SC12_20240203160001.JPG,2024-02-03 16:00:01,SC12_20240203163001.JPG,2024-02-03 16:30:01,18.0,16.0,-2.0,-1.2599210498948732,0.0,11.5,2.4,570.0,2,Vincent
SC12,SC12_20240203,21,SC12_20240203163001.JPG,2024-02-03 16:30:01,SC12_20240203170001.JPG,2024-02-03 17:00:01,16.0,15.0,-1.0,-1.0,0.0,10.5,2.2,600.0,7,Vincent
SC12,SC12_20240203,22,SC12_20240203170001.JPG,2024-02-03 17:00:01,SC12_20240203173001.JPG,2024-02-03 17:30:01,15.0,15.0,0.0,0.0,0.0,10.0,2.6,630.0,9,Vincent
SC12,SC12_20240204,2,SC12_20240204070001.JPG,2024-02-04 07:00:01,SC12_20240204073001.JPG,2024-02-04 07:30:01,8.0,5.0,-3.0,-1.4422495703074083,0.0,10.0,11.6,30.0,30,Vincent
SC12,SC12_20240204,3,SC12_20240204073001.JPG,2024-02-04 07:30:01,SC12_20240204080001.JPG,2024-02-04 08:00:01,5.0,8.0,3.0,1.4422495703074083,0.0,10.0,12.0,60.0,30,Vincent
SC12,SC12_20240204,4,SC12_20240204080001.JPG,2024-02-04 08:00:01,SC12_20240204083001.JPG,2024-02-04 08:30:01,8.0,5.0,-3.0,-1.4422495703074083,0.0,10.0,12.4,90.0,30,Vincent
SC12,SC12_20240204,5,SC12_20240204083001.JPG,2024-02-04 08:30:01,SC12_20240204090001.JPG,2024-02-04 09:00:01,5.0,17.0,12.0,2.2894284851066637,0.0,10.5,12.2,120.0,30,Vincent
SC1,SC1_20231117,2,SC1_20231117120001.JPG,2023-11-17 12:00:01,SC1_20231117123001.JPG,2023-11-17 12:30:01,108.0,72.0,-36.0,-3.3019272488946263,0.0,18.5,3.8,30.0,29,Skyler
SC1,SC1_20231117,3,SC1_20231117123001.JPG,2023-11-17 12:30:01,SC1_20231117130001.JPG,2023-11-17 13:00:01,72.0,74.0,2.0,1.2599210498948732,0.0,18.0,5.1,60.0,30,Skyler
SC1,SC1_20231117,4,SC1_20231117130001.JPG,2023-11-17 13:00:01,SC1_20231117133001.JPG,2023-11-17 13:30:01,74.0,59.0,-15.0,-2.46621207433047,0.0,17.5,5.9,90.0,29,Skyler
SC1,SC1_20231117,5,SC1_20231117133001.JPG,2023-11-17 13:30:01,SC1_20231117140001.JPG,2023-11-17 14:00:01,59.0,121.0,62.0,3.9578916096804058,0.0,16.5,5.1,120.0,30,Skyler
SC1,SC1_20231117,6,SC1_20231117140001.JPG,2023-11-17 14:00:01,SC1_20231117143001.JPG,2023-11-17 14:30:01,121.0,71.0,-50.0,-3.6840314986403864,0.0,16.5,4.7,150.0,30,Skyler
SC1,SC1_20231117,7,SC1_20231117143001.JPG,2023-11-17 14:30:01,SC1_20231117150001.JPG,2023-11-17 15:00:01,71.0,58.0,-13.0,-2.3513346877207573,0.0,16.5,4.5,180.0,30,Skyler
SC1,SC1_20231117,8,SC1_20231117150001.JPG,2023-11-17 15:00:01,SC1_20231117153001.JPG,2023-11-17 15:30:01,58.0,59.0,1.0,1.0,0.0,15.5,4.1,210.0,30,Skyler
SC1,SC1_20231117,9,SC1_20231117153001.JPG,2023-11-17 15:30:01,SC1_20231117160001.JPG,2023-11-17 16:00:01,59.0,52.0,-7.0,-1.912931182772389,0.0,15.0,4.9,240.0,30,Skyler
SC1,SC1_20231117,10,SC1_20231117160001.JPG,2023-11-17 16:00:01,SC1_20231117163001.JPG,2023-11-17 16:30:01,52.0,51.0,-1.0,-1.0,0.0,15.0,3.8,270.0,28,Skyler
SC1,SC1_20231117,11,SC1_20231117163001.JPG,2023-11-17 16:30:01,SC1_20231117170001.JPG,2023-11-17 17:00:01,51.0,68.0,17.0,2.571281590658235,0.0,15.0,3.0,300.0,6,Skyler
SC1,SC1_20231117,12,SC1_20231117170001.JPG,2023-11-17 17:00:01,SC1_20231117173001.JPG,2023-11-17 17:30:01,68.0,51.0,-17.0,-2.571281590658235,0.0,15.0,2.4,330.0,4,Skyler
SC1,SC1_20231118,2,SC1_20231118063002.JPG,2023-11-18 06:30:02,SC1_20231118070001.JPG,2023-11-18 07:00:01,56.0,33.0,-23.0,-2.8438669798515654,0.0,16.5,4.3,29.983333333333334,29,Skyler
SC1,SC1_20231118,3,SC1_20231118070001.JPG,2023-11-18 07:00:01,SC1_20231118073001.JPG,2023-11-18 07:30:01,33.0,44.0,11.0,2.2239800905693152,0.0,16.5,4.9,59.983333333333334,30,Skyler
SC1,SC1_20231118,4,SC1_20231118073001.JPG,2023-11-18 07:30:01,SC1_20231118080001.JPG,2023-11-18 08:00:01,44.0,55.0,11.0,2.2239800905693152,0.0,16.5,4.3,89.98333333333333,30,Skyler
SC1,SC1_20231118,5,SC1_20231118080001.JPG,2023-11-18 08:00:01,SC1_20231118083001.JPG,2023-11-18 08:30:01,55.0,51.0,-4.0,-1.5874010519681994,0.0,16.5,4.5,119.98333333333332,30,Skyler
SC1,SC1_20231118,6,SC1_20231118083001.JPG,2023-11-18 08:30:01,SC1_20231118090001.JPG,2023-11-18 09:00:01,51.0,42.0,-9.0,-2.080083823051904,0.0,16.5,3.8,149.98333333333332,26,Skyler
SC1,SC1_20231118,7,SC1_20231118090001.JPG,2023-11-18 09:00:01,SC1_20231118093001.JPG,2023-11-18 09:30:01,42.0,48.0,6.0,1.8171205928321397,0.0,17.0,3.4,179.98333333333332,26,Skyler
SC1,SC1_20231118,8,SC1_20231118093001.JPG,2023-11-18 09:30:01,SC1_20231118100001.JPG,2023-11-18 10:00:01,48.0,46.0,-2.0,-1.2599210498948732,0.0,17.0,4.7,209.98333333333332,30,Skyler
SC1,SC1_20231118,9,SC1_20231118100001.JPG,2023-11-18 10:00:01,SC1_20231118103001.JPG,2023-11-18 10:30:01,46.0,46.0,0.0,0.0,0.0,17.0,4.5,239.98333333333332,30,Skyler
SC1,SC1_20231118,10,SC1_20231118103001.JPG,2023-11-18 10:30:01,SC1_20231118110001.JPG,2023-11-18 11:00:01,46.0,56.0,10.0,2.154434690031884,0.0,17.5,4.5,269.98333333333335,30,Skyler
SC1,SC1_20231118,11,SC1_20231118110001.JPG,2023-11-18 11:00:01,SC1_20231118113001.JPG,2023-11-18 11:30:01,56.0,40.0,-16.0,-2.5198420997897464,0.0,18.0,3.7,299.98333333333335,30,Skyler
SC1,SC1_20231118,12,SC1_20231118113001.JPG,2023-11-18 11:30:01,SC1_20231118120001.JPG,2023-11-18 12:00:01,40.0,47.0,7.0,1.912931182772389,0.0,17.5,3.4,329.98333333333335,30,Skyler
SC1,SC1_20231118,13,SC1_20231118120001.JPG,2023-11-18 12:00:01,SC1_20231118123001.JPG,2023-11-18 12:30:01,47.0,44.0,-3.0,-1.4422495703074083,0.0,17.5,3.8,359.98333333333335,29,Skyler
SC1,SC1_20231118,14,SC1_20231118123001.JPG,2023-11-18 12:30:01,SC1_20231118130001.JPG,2023-11-18 13:00:01,44.0,28.0,-16.0,-2.5198420997897464,0.0,18.0,3.8,389.98333333333335,29,Skyler
SC1,SC1_20231118,15,SC1_20231118130001.JPG,2023-11-18 13:00:01,SC1_20231118133000.JPG,2023-11-18 13:30:00,28.0,45.0,17.0,2.571281590658235,0.0,17.5,3.4,419.96666666666664,30,Skyler
SC1,SC1_20231118,16,SC1_20231118133000.JPG,2023-11-18 13:30:00,SC1_20231118140001.JPG,2023-11-18 14:00:01,45.0,41.0,-4.0,-1.5874010519681994,0.0,17.0,3.0,449.98333333333335,13,Skyler
SC1,SC1_20231118,17,SC1_20231118140001.JPG,2023-11-18 14:00:01,SC1_20231118143001.JPG,2023-11-18 14:30:01,41.0,42.0,1.0,1.0,0.0,17.0,1.8,479.98333333333335,0,Skyler
SC1,SC1_20231118,18,SC1_20231118143001.JPG,2023-11-18 14:30:01,SC1_20231118150001.JPG,2023-11-18 15:00:01,42.0,3.0,-39.0,-3.3912114430141664,0.0,17.0,4.5,509.98333333333335,6,Skyler
