model,n,adjusted_r_squared,scale,formula
T50,1894,0.06056741858368253,4.032418607427649,"butterfly_difference_cbrt ~ s(total_butterflies_t_lag) + s(temperature_avg) + s(time_within_day_t) + ti(minutes_above_threshold, butterflies_direct_sun_t_lag)"
