temperature_c,sun_exposed_bi,wind_effect_per_1_ms,standard_error,denominator_df,t_value,p_value,conf_low,conf_high
10,0,-0.05667299610442028,0.053171870795523955,1770,-1.065845441518508,0.28663888002872884,-0.1609592602453992,0.04761326803655859
10,7,-0.23632567127830573,0.06306500683371806,1770,-3.7473344274966904,1.8445571071489908e-4,-0.3600153941019646,-0.11263594845464688
10,20,-0.5699663537440929,0.13168860625544349,1770,-4.32813718628397,1.5878018727124817e-5,-0.828247895673,-0.311684811815186
15,0,0.021517229024851814,0.0362216999262452,1770,0.5940424957598704,0.5525596033659497,-0.049524577660303784,0.09255903571000738
15,7,0.06960827952314341,0.0373779424399324,1770,1.862282270753834,0.06272890328179126,-0.003701271561247485,0.14291783060753427
15,20,0.1589202304485422,0.06694292181363044,1770,2.373966151208297,0.017704314898604624,0.027624732995162243,0.29021572790192207
20,0,0.09970745415412391,0.0711230448908736,1770,1.40190080876189,0.1611202055093637,-0.03978654022729486,0.23920144853554265
20,7,0.37554223032459255,0.06935663978092747,1770,5.414654336063491,6.980567575834195e-8,0.23951269538610395,0.5115717652630811
20,20,0.8878068146411773,0.11906770912254099,1770,7.456318939734303,1.3856290589105322e-13,0.6542787032838497,1.1213349259985048
