model_id,n,deployments,observers,deployment_days,adjusted_r_squared,scale_estimate,residual_standard_deviation,ml_log_likelihood,ml_likelihood_df,ml_aic,ml_bic,ml_delta_aic,ml_akaike_weight,reml_log_likelihood,reml_likelihood_df,reml_aic,reml_bic,overall_num_df,overall_den_df,overall_f,overall_p,ar1_phi,formula
M16,1894,10,4,115,0.051114068962621495,4.0719369847435525,2.0179041069246955,-4013.973571522274,13,8053.947143044548,8126.0509446032465,0,0.9997243388747236,-4052.3235697007294,13,8130.647139401459,8202.689019699927,9,1771,16.34757431641357,4.7916119730925e-26,-0.15011257026686725,butterfly_difference_cbrt ~ total_butterflies_t_lag + max_gust * temperature_avg * butterflies_direct_sun_t_lag
