temperature_c,butterflies_in_direct_sun,wind_effect_per_1_ms,standard_error,denominator_df,t_value,p_value,conf_low,conf_high,temperature_label
14,28.625698324022345,0.03160576402256421,0.10124922074626024,1771,0.31215809652274884,0.7549571234277105,-0.16697477755179682,0.23018630559692518,14.0 °C
14,28.96648044692737,0.031813843885724946,0.10241067509290844,1771,0.31064968429182765,0.7561035075555955,-0.16904466320255648,0.23267235097400632,14.0 °C
14,29.3072625698324,0.03202192374888524,0.103573751562518,1771,0.30917026047431073,0.7572283828642324,-0.17111773033020888,0.2351615778279793,14.0 °C
14,29.64804469273743,0.03223000361204642,0.10473839611609273,1771,0.30771908686020427,0.7583322784694257,-0.173193872947832,0.23765388017192482,14.0 °C
14,29.988826815642454,0.032438083475206714,0.10590455702044874,1771,0.3062954455202844,0.7594157098780657,-0.17527298959090673,0.2401491565413201,14.0 °C
14,30.329608938547484,0.03264616333836701,0.10707218473026424,1771,0.3048986384335864,0.7604791791687371,-0.17735498308597478,0.24264730976270876,14.0 °C
14,30.670391061452513,0.03285424320152819,0.10824123177705772,1771,0.3035279870908843,0.7615231751961943,-0.17943976033289394,0.2451482467359503,14.0 °C
14,31.01117318435754,0.033062323064688925,0.10941165266463222,1771,0.3021828320794249,0.7625481738154554,-0.1815272320997745,0.24765187822915233,14.0 °C
14,31.351955307262568,0.03327040292784922,0.11058340377057504,1771,0.30086253265340424,0.76355463812184865,-0.18361731282978674,0.25015811868548515,14.0 °C
14,31.692737430167597,0.033478482791009956,0.11175644325341823,1771,0.2995664662939778,0.7645430187038897,-0.1857099204590748,0.25266688604109466,14.0 °C
14,32.03351955307262,0.03368656265417114,0.11293073096509826,1771,0.2982940282621753,0.7655137539061809,-0.18780497624506529,0.2551781015534075,14.0 °C
14,32.37430167597765,0.03389464251733143,0.11410622836837944,1771,0.2970446311476206,0.7664672700998911,-0.1899024046045098,0.2576916896391726,14.0 °C
14,32.71508379888268,0.03410272238049172,0.11528289845892467,1771,0.2958177044155646,0.7674039819586806,-0.19200213296063848,0.2602075777216219,14.0 °C
14,33.055865921787706,0.03431080224365246,0.11646070569171883,1771,0.2946126939542682,0.7683242927383007,-0.19410409159885658,0.2627256960861615,14.0 °C
14,33.39664804469273,0.0345188821068132,0.11763961591158005,1771,0.29342906162459914,0.7692285945582332,-0.19620821353045617,0.26524597774408254,14.0 °C
14,33.737430167597765,0.03472696196997349,0.11881959628749592,1771,0.2922662848133916,0.7701172686839931,-0.19831443436382887,0.26776835830377577,14.0 °C
14,34.07821229050279,0.03493504183313423,0.12000061525055375,1771,0.2911238559918385,0.7709906858089252,-0.20042269218272654,0.27029277584899497,14.0 °C
14,34.418994413407816,0.03514312169629541,0.12118264243524264,1771,0.29000128227996946,0.7718492063345115,-0.2025329274311393,0.2728191708237301,14.0 °C
14,34.75977653631285,0.0353512015594557,0.12236564862392063,1771,0.2888980850181599,0.7726931806482906,-0.2046450828043788,0.27534748592329017,14.0 °C
14,35.100558659217874,0.035559281422615996,0.12354960569425645,1771,0.28781379934641965,0.7735229493986477,-0.20675910314599233,0.27787766599122427,14.0 °C
14,35.4413407821229,0.03576736128577718,0.12473448656946556,1771,0.28674797379197986,0.7743388437659218,-0.2088749353501625,0.2804096579217168,14.0 °C
14,35.78212290502793,0.035975441148937914,0.12592026517117344,1771,0.2857001698656974,0.7751411857292818,-0.21099252826926004,0.2829434105671358,14.0 °C
14,36.12290502793296,0.036183521012097764,0.1271069163747496,1771,0.28466996166768616,0.7759302883289165,-0.21311183262623729,0.28547887465043276,14.0 °C
14,36.463687150837984,0.036391600875258945,0.12829441596696656,1771,0.28365693550239246,0.7767064559232328,-0.21523280093158248,0.2880160026821003,14.0 °C
14,36.80446927374302,0.036599680738420126,0.12948274060584675,1771,0.28266068950325784,0.7774699844408279,-0.21735538740457383,0.290554748881414,14.0 °C
14,37.14525139664804,0.036807760601579975,0.13067186778256998,1771,0.28168083326723276,0.7782211616269126,-0.21947954789856466,0.29309506910172456,14.0 °C
14,37.48603351955307,0.03701584046474071,0.13186177578532157,1771,0.2807169874991263,0.778960267284078,-0.2216052398300753,0.29563692075955667,14.0 °C
14,37.8268156424581,0.037223920327901894,0.13305244366496943,1771,0.2797687836657325,0.7796875735073486,-0.2237324221114813,0.29818026276728504,14.0 °C
14,38.167597765363126,0.03743200019106263,0.13424385120246604,1771,0.2788358636598397,0.7804033449133325,-0.22586105508707682,0.30072505546920203,14.0 °C
14,38.50837988826815,0.037640080054222924,0.13543597887787542,1771,0.27791787947398766,0.7811078388634807,-0.22799110047232568,0.3032712605807715,14.0 °C
14,38.849162011173185,0.03784815991738366,0.13662880784093553,1771,0.27701449288386404,0.7818013056814426,-0.23012252129612515,0.3058188411308924,14.0 °C
14,39.18994413407821,0.0380562397805444,0.13782231988306817,1771,0.27612537514121255,0.782483988864535,-0.2322552818459112,0.30836776140699995,14.0 °C
14,39.530726256983236,0.03826431964370469,0.13901649741075608,1771,0.2752502066761472,0.7831561252893197,-0.23438934761544172,0.310917986902851,14.0 °C
14,39.87150837988826,0.03847239950686543,0.14021132342021175,1771,0.27438867680867746,0.7838179454113663,-0.2365246852551125,0.3134694842688433,14.0 °C
14,40.212290502793294,0.038680479370026166,0.1414067814732667,1771,0.2735404834692373,0.784469673459286,-0.238661262524672,0.31602222126472423,14.0 °C
14,40.55307262569832,0.03888855923318735,0.14260285567441383,1771,0.2727053329280897,0.7851115276230669,-0.24079904824819176,0.3185761667145664,14.0 °C
14,40.893854748603346,0.0390966390963472,0.1437995306489409,1771,0.2718829395333297,0.7857437202368607,-0.242938012271183,0.32113129046387734,14.0 °C
