temperature_c,butterflies_in_direct_sun,wind_effect_per_1_ms,standard_error,denominator_df,t_value,p_value,conf_low,conf_high
10,0,-0.03949519232779761,0.05299308267635455,1771,-0.7452895799439936,0.4561955752289941,-0.14343075825119334,0.06444037359559808
10,7,-0.2204904934732983,0.06304612896311525,1771,-3.4972883680502402,4.8161262979188425e-4,-0.34414314325554235,-0.09683784369105429
10,20,-0.5566246241720851,0.13196730212603527,1771,-4.217898033866611,2.590475481010071e-5,-0.8154526737426628,-0.2977965746015075
15,0,0.027532617478287086,0.036637060083111024,1771,0.7514963650421036,0.4524538380384272,-0.04432380945885868,0.09938904441543284
15,7,0.078124149087209,0.037673662601534146,1771,2.073707298212827,0.03825074080940493,0.0042346290754835675,0.1520136690989344
15,20,0.17207985064663545,0.06717997873523798,1771,2.5614752175617204,0.010505033538214558,0.04031946314073587,0.303840238152535
20,0,0.09456042728437172,0.07179862483436579,1771,1.317022819065348,0.18800135796420675,-0.04625853111170419,0.23537938568044758
20,7,0.3767387916477163,0.07014045383893786,1771,5.371205503072652,8.855501354297826e-8,0.2391720113115603,0.5143055719838723
20,20,0.900784325465356,0.11979134019823329,1771,7.519611384050957,8.68147297050787e-14,0.6658370435292396,1.1357316074014725
